index,Papel,Tipo,Empresa,Setor,Subsetor,Cotacao,Data_ult_cot,Min_52_sem,Max_52_sem,Vol_med_2m,Valor_de_mercado,Valor_da_firma,Ult_balanco_processado,Nro_Acoes,PL,PVP,PEBIT,PSR,PAtivos,PCap_Giro,PAtiv_Circ_Liq,Div_Yield,EV_EBITDA,EV_EBIT,Cres_Rec_5a,LPA,VPA,Marg_Bruta,Marg_EBIT,Marg_Liquida,EBIT_Ativo,ROIC,ROE,Liquidez_Corr,Div_Br_Patrim,Giro_Ativos,Ativo,Disponibilidades,Ativo_Circulante,Div_Bruta,Div_Liquida,Patrim_Liq,Receita_Liquida_12m,EBIT_12m,Lucro_Liquido_12m,Receita_Liquida_3m,EBIT_3m,Lucro_Liquido_3m,Cart_de_Credito,Depositos,Result_Int_Financ_12m,Rec_Servicos_12m,Result_Int_Financ_3m,Rec_Servicos_3m
CTSA4,CTSA4,PN,SANTANENSE PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.87,2022-12-12,1.84,5.57,24568,52032800,180222000,2022-09-30,27825000,-151,019,-635,011,008,-145,-035,12.8%,6483,-2199,5.3%,-124,1005,10.1%,-1.7%,-7.1%,-1.3%,-1.6%,-12.3%,084,059,078,618750000,36923000,191447000,165112000,128189000,279573000,484656000,-8196000,-34492000,111537000,-6682000,-9615000,,,,,,
CTNM3,CTNM3,ON,COTEMINAS ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.04,2022-12-12,6.01,10.41,143,185041000,1335460000,2022-06-30,30636000,-099,030,1186,009,005,-216,-015,0.0%,1038,8558,-0.4%,-608,2006,28.5%,0.8%,-16.9%,0.4%,0.5%,-30.3%,095,245,049,4023780000,352427000,1689550000,1502850000,1150420000,614624000,1983890000,15605000,-186345000,383544000,-77667000,-93476000,,,,,,
TXRX4,TXRX4,PN,RENAUX PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,3.16,2022-12-12,3.00,8.60,4164,13458400,325666000,2022-09-30,4259000,-072,-004,043,007,005,-007,-003,0.0%,898,1039,23.3%,-440,-7744,31.5%,15.6%,-9.3%,12.3%,17.2%,5.7%,042,-095,079,254574000,110000,136601000,312318000,312208000,-329828000,201470000,31338000,-18749000,60205000,11818000,8817000,,,,,,
CTNM4,CTNM4,PN,COTEMINAS PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.85,2022-12-12,1.82,4.27,22055,56676600,1207100000,2022-06-30,30636000,-030,009,363,003,001,-066,-005,0.0%,938,7735,-0.4%,-608,2006,28.5%,0.8%,-16.9%,0.4%,0.5%,-30.3%,095,245,049,4023780000,352427000,1689550000,1502850000,1150420000,614624000,1983890000,15605000,-186345000,383544000,-77667000,-93476000,,,,,,
SGPS3,SGPS3,ON NM,Springs ON NM,"Tecidos, Vestuário e Calçados",Fios e Tecidos,1.75,2022-12-12,1.75,6.12,179721,87500000,888510000,2022-06-30,50000000,-028,011,13020,005,003,-413,-009,0.0%,861,132209,-0.3%,-626,1542,30.7%,0.0%,-19.5%,0.0%,0.0%,-40.6%,099,143,052,3111500000,301705000,1409730000,1102720000,801010000,770814000,1603940000,672048,-313205000,317322000,-64274000,-160645000,,,,,,
MNDL3,MNDL3,ON,MUNDIAL S/A ON,"Tecidos, Vestuário e Calçados",Acessórios,35.54,2022-12-12,18.50,40.00,57981,88139200,424119000,2022-09-30,2480000,-014,-012,104,012,007,-007,-005,0.0%,425,499,13.8%,-25721,-30355,36.6%,11.5%,-86.2%,6.5%,6.9%,84.7%,026,-046,057,1304640000,6653000,443960000,342633000,335980000,-752804000,740095000,84944000,-637881000,204984000,25106000,-11995000,,,,,,
TEKA4,TEKA4,PN,TEKA S.A. PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,26.35,2022-12-12,8.12,28.39,62858,13254000,621979000,2022-09-30,503000,-013,-001,268,005,001,-001,-000,0.0%,6603,12591,17.1%,-20538,-373987,19.5%,1.9%,-39.9%,0.4%,0.7%,5.5%,004,-032,024,1098860000,312000,99359000,609037000,608725000,-1881150000,258913000,4940000,-103304000,66622000,-2262000,-39024000,,,,,,
PTNT4,PTNT4,PN,PETTENATI PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,5.99,2022-12-12,4.30,6.28,341354,287798000,426020000,2022-09-30,48046500,412,081,485,033,033,188,1145,5.3%,491,718,15.4%,145,735,16.1%,6.8%,9.6%,6.8%,9.0%,19.8%,147,072,100,872869000,114664000,476129000,252885000,138221000,353213000,870085000,59368000,69797500,226142000,17588000,11543200,,,,,,
TECN3,TECN3,ON NM,TECHNOS ON NM,"Tecidos, Vestuário e Calçados",Acessórios,2.14,2022-12-12,1.87,3.12,897212,159443000,193510000,2022-09-30,74506000,439,047,240,045,025,051,132,4.0%,327,291,2.4%,049,460,53.2%,18.8%,10.2%,10.5%,13.3%,10.6%,428,036,056,631574000,90022000,409800000,124089000,34067000,342793000,354498000,66557000,36282000,83156000,13797000,8543000,,,,,,
CAMB3,CAMB3,ON,PENALTY ON,"Tecidos, Vestuário e Calçados",Calçados,6.54,2022-12-12,3.88,7.34,420967,276478000,379190000,2022-09-30,42275000,441,174,310,068,072,509,-699,2.9%,385,425,9.5%,148,376,44.8%,22.1%,15.6%,23.4%,26.1%,39.5%,142,070,106,381379000,7696000,183570000,110408000,102712000,158791000,404210000,89181000,62684000,131224000,32890000,21311000,,,,,,
PTNT3,PTNT3,ON,PETTENATI ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,10.25,2022-12-09,9.73,17.51,18534,492477000,630698000,2022-09-30,48046500,706,139,830,057,056,322,1959,3.1%,726,1062,15.4%,145,735,16.1%,6.8%,9.6%,6.8%,9.0%,19.8%,147,072,100,872869000,114664000,476129000,252885000,138221000,353213000,870085000,59368000,69797500,226142000,17588000,11543200,,,,,,
VULC3,VULC3,ON,VULCABRAS S/A. ON,"Tecidos, Vestuário e Calçados",Calçados,11.55,2022-12-12,7.79,14.85,6900820,2838480000,2987510000,2022-09-30,245756000,843,176,737,117,120,283,335,3.2%,643,776,17.7%,137,655,36.3%,15.9%,13.9%,16.2%,19.0%,20.9%,265,022,102,2374660000,211959000,1609640000,360989000,149030000,1610780000,2418100000,384911000,336813000,663535000,116294000,97890000,,,,,,
GRND3,GRND3,ON,GRENDENE SA ON,"Tecidos, Vestuário e Calçados",Calçados,6.23,2022-12-12,6.23,10.10,9432640,5620460000,4595100000,2022-09-30,902160000,943,132,1814,221,119,221,226,6.2%,1147,1483,3.1%,066,473,40.5%,12.2%,23.5%,6.6%,8.9%,14.0%,735,003,054,4722100000,1171630000,2942570000,146265000,-1025360000,4269370000,2538830000,309921000,596029000,713867000,80615000,174241000,,,,,,
VIVA3,VIVA3,ON NM,VIVARA S.A. ON NM,"Tecidos, Vestuário e Calçados",Acessórios,20.16,2022-12-12,20.16,28.68,35132400,4761750000,4787620000,2022-09-30,236198000,1442,301,1394,255,178,491,1179,1.6%,1074,1402,37.0%,140,671,63.7%,18.3%,17.7%,12.7%,15.0%,20.8%,283,015,070,2679780000,209292000,1499450000,235159000,25867400,1584370000,1864920000,341482000,330230000,392876000,62903200,68127400,,,,,,
DOHL4,DOHL4,PN,DOHLER PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,4.37,2022-12-12,4.30,6.08,16369,330569000,380275000,2022-09-30,75645000,1532,047,3237,052,034,080,128,3.0%,1380,3723,9.6%,029,937,22.4%,1.6%,3.4%,1.1%,1.1%,3.0%,508,013,066,967314000,43521000,516962000,93227000,49706000,708641000,640614000,10213000,21584000,176697000,-2305000,145000,,,,,,
TFCO4,TFCO4,PN,TRACK FIELD PN,"Tecidos, Vestuário e Calçados",Vestuário,9.42,2022-12-12,8.29,13.50,2462330,1504540000,1540020000,2022-09-30,159718000,1554,473,1252,282,291,578,858,1.3%,1228,1282,32.0%,061,199,58.2%,22.5%,18.1%,23.2%,28.3%,30.4%,327,028,103,517058000,53347000,374537000,88827000,35480000,317938000,533773000,120160000,96803000,138147000,29300000,24485000,,,,,,
ALPA3,ALPA3,ON N1,ALPARGATAS ON N1,"Tecidos, Vestuário e Calçados",Calçados,11.49,2022-12-12,11.49,33.09,123460,7848380000,7988460000,2022-09-30,683062000,1798,134,1288,198,099,579,717,1.1%,1076,1311,0.5%,064,858,46.8%,15.4%,10.9%,7.7%,8.6%,7.4%,176,007,050,7909700000,240984000,3141500000,381066000,140082000,5860170000,3967490000,609389000,436447000,1089930000,161888000,45121000,,,,,,
ALPA4,ALPA4,PN N1,ALPARGATAS PN N1,"Tecidos, Vestuário e Calçados",Calçados,13.64,2022-12-12,13.64,39.60,73337500,9316970000,9457050000,2022-09-30,683062000,2135,159,1529,235,118,687,852,1.0%,1274,1552,0.5%,064,858,46.8%,15.4%,10.9%,7.7%,8.6%,7.4%,176,007,050,7909700000,240984000,3141500000,381066000,140082000,5860170000,3967490000,609389000,436447000,1089930000,161888000,45121000,,,,,,
DOHL3,DOHL3,ON,DOHLER ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,10.00,2022-11-04,10.00,18.88,156,756450000,806156000,2022-09-30,75645000,3505,107,7407,118,078,182,293,1.2%,2925,7893,9.6%,029,937,22.4%,1.6%,3.4%,1.1%,1.1%,3.0%,508,013,066,967314000,43521000,516962000,93227000,49706000,708641000,640614000,10213000,21584000,176697000,-2305000,145000,,,,,,
TELB3,TELB3,ON,TELEBRAS ON,Telecomunicações,Telecomunicações,15.01,2022-12-12,15.01,66.09,34230,1018650000,58710600,2022-09-30,67865000,-672,061,-357,296,025,084,-121,0.0%,-133,-021,59.0%,-224,2442,-54.2%,-83.1%,-44.1%,-7.1%,-10.2%,-9.2%,498,011,009,4010210000,1134700000,1510960000,174756000,-959943000,1657470000,343884000,-285626000,-151692000,101711000,-77255000,-26941000,,,,,,
TELB4,TELB4,PN,TELEBRAS PN,Telecomunicações,Telecomunicações,8.90,2022-12-12,8.90,18.01,35501,603999000,-355945000,2022-09-30,67865000,-398,036,-211,176,015,050,-072,0.0%,805,125,59.0%,-224,2442,-54.2%,-83.1%,-44.1%,-7.1%,-10.2%,-9.2%,498,011,009,4010210000,1134700000,1510960000,174756000,-959943000,1657470000,343884000,-285626000,-151692000,101711000,-77255000,-26941000,,,,,,
OIBR4,OIBR4,ON N1,OI ON N1,Telecomunicações,Telecomunicações,0.48,2022-12-12,0.48,1.76,665998,3169460000,21534800000,2022-09-30,6603040000,-093,-139,-069,027,006,087,-008,0.0%,-4815,-469,-30.6%,-052,-035,-3.5%,-39.6%,-29.1%,-9.4%,-11.2%,149.2%,137,-961,024,48830300000,3579880000,13608400000,21945300000,18365400000,-2283720000,11603100000,-4590960000,-3407580000,2770060000,-1006350000,-3063740000,,,,,,
OIBR3,OIBR3,ON N1,OI ON N1,Telecomunicações,Telecomunicações,0.18,2022-12-12,0.16,1.07,28158400,1188550000,19553900000,2022-09-30,6603040000,-035,-052,-026,010,002,032,-003,0.0%,-4372,-426,-30.6%,-052,-035,-3.5%,-39.6%,-29.1%,-9.4%,-11.2%,149.2%,137,-961,024,48830300000,3579880000,13608400000,21945300000,18365400000,-2283720000,11603100000,-4590960000,-3407580000,2770060000,-1006350000,-3063740000,,,,,,
FIQE3,FIQE3,ON NM,UNIFIQUE ON NM,Telecomunicações,Telecomunicações,3.73,2022-12-12,3.10,6.62,2114360,1350450000,1112320000,2022-09-30,362050000,1119,136,843,214,071,345,-968,2.2%,362,694,-,033,275,47.1%,25.4%,19.1%,8.4%,13.2%,12.1%,205,038,033,1899390000,616546000,765285000,378418000,-238128000,994630000,631270000,160286000,120737000,177190000,44320000,31132000,,,,,,
VIVT3,VIVT3,ON,TELEF BRASIL ON,Telecomunicações,Telecomunicações,37.51,2022-12-12,37.13,53.54,119860000,62901900000,76622400000,2022-09-30,1676940000,1125,091,1107,134,051,-1703,-196,9.1%,422,1348,1.5%,334,4120,42.7%,12.1%,11.9%,4.6%,5.2%,8.1%,085,029,038,122372000000,6027120000,21094400000,19747600000,13720500000,69092700000,46882900000,5683510000,5593190000,12199000000,1546440000,1439790000,,,,,,
TIMS3,TIMS3,ON NM,TIM ON NM,Telecomunicações,Telecomunicações,12.60,2022-12-12,11.57,14.13,118925000,30502100000,31580500000,2022-09-30,2420800000,1420,121,883,149,056,-3096,-152,4.9%,320,914,9.3%,089,1045,51.5%,16.9%,10.5%,6.3%,7.4%,8.5%,090,019,037,54687900000,3702820000,9341050000,4781160000,1078330000,25295800000,20505900000,3456080000,2147870000,5611160000,854107000,447664000,,,,,,
DESK3,DESK3,ON NM,DESKTOPSIGMA ON NM,Telecomunicações,Telecomunicações,8.38,2022-12-12,6.20,19.42,2006170,731301000,1307850000,2022-09-30,87267400,1577,079,461,115,030,893,-070,529.3%,503,824,-,053,1055,57.3%,24.9%,8.5%,6.6%,7.7%,5.0%,123,095,026,2417790000,302186000,432763000,878731000,576545000,920907000,636351000,158675000,46364000,187453000,62263000,23335000,,,,,,
BRIT3,BRIT3,ON NM,BRISANET ON NM,Telecomunicações,Telecomunicações,2.48,2022-12-12,1.76,5.45,1627410,1113760000,1749140000,2022-09-30,449095000,3503,082,725,122,036,296,-124,0.0%,444,1138,-,007,303,40.7%,16.8%,3.5%,4.9%,6.5%,2.3%,176,097,029,3134060000,692872000,873852000,1328260000,635388000,1362930000,912253000,153688000,31798000,254247000,59220000,22010000,,,,,,
RAIL3,RAIL3,ON NM,RUMO S.A. ON NM,Transporte,Transporte Ferroviário,17.43,2022-12-12,14.85,22.14,264993000,32318000000,42510200000,2022-09-30,1854160000,-29143,215,1461,354,071,703,-161,0.1%,1018,1922,7.7%,-006,812,29.6%,24.2%,-1.2%,4.9%,5.8%,-0.7%,183,111,020,45518500000,6588740000,10157300000,16781000000,10192200000,15061000000,9133810000,2211380000,-110893000,2950600000,990773000,306723000,,,,,,
TPIS3,TPIS3,ON NM,TRIUNFO PARTICIPACOES SA ON NM,Transporte,Exploração de Rodovias,1.12,2022-12-12,1.07,2.10,562659,197120000,1833120000,2022-09-30,176000000,-7218,021,098,017,007,-059,-010,1.7%,416,914,-1.7%,-002,526,29.9%,17.6%,-0.4%,6.6%,7.0%,-0.3%,034,185,038,3028380000,74543000,171056000,1710540000,1636000000,926523000,1141220000,200574000,-2731000,198560000,-56244000,-56712000,,,,,,
HBSA3,HBSA3,ON NM,HIDROVIAS ON NM,Transporte,Transporte Hidroviário,2.34,2022-12-12,2.00,3.64,10942000,1779300000,5743700000,2022-09-30,760383000,-4549,122,1015,118,027,212,-047,0.0%,1085,3276,19.0%,-005,192,28.7%,11.7%,-2.6%,2.6%,3.1%,-2.7%,236,328,022,6697860000,836279000,1459090000,4800690000,3964410000,1461770000,1504420000,175332000,-39113000,453312000,68743000,92650000,,,,,,
AZUL4,AZUL4,PN,AZUL PN,Transporte,Transporte Aéreo,10.50,2022-12-12,10.35,29.29,169902000,3654040000,26424200000,2022-09-30,348004000,-165,-018,186,024,020,-038,-011,0.0%,663,1348,8.2%,-638,-5785,19.3%,12.9%,-14.6%,10.7%,12.8%,11.0%,035,-119,083,18318900000,1103990000,5129420000,23874200000,22770200000,-20130500000,15224400000,1960620000,-2220760000,4376810000,421829000,-2014990000,,,,,,
GOLL4,GOLL4,PN,GOL LINHAS AEREAS INTELIGENTES SA PN,Transporte,Transporte Aéreo,7.62,2022-12-12,7.28,19.71,113289000,3190140000,14085500000,2022-09-30,418653000,-069,-015,-185,024,019,-030,-009,0.0%,-16127,-815,-3.6%,-1099,-5189,7.0%,-12.9%,-34.4%,-10.5%,-12.3%,21.2%,023,-052,081,16501700000,494486000,3087440000,11389900000,10895400000,-21723400000,13394400000,-1727810000,-4601710000,4009610000,130719000,-1548870000,,,,,,
CCRO3,CCRO3,ON NM,COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM,Transporte,Exploração de Rodovias,10.59,2022-12-12,10.59,14.36,143709000,21391800000,41770400000,2022-09-30,2020000000,507,173,228,116,043,524,-086,3.6%,359,445,13.7%,209,611,59.2%,50.9%,22.8%,18.7%,22.9%,34.2%,147,236,037,50239100000,8724070000,12833400000,29102700000,20378600000,12334300000,18446100000,9386890000,4217010000,3652230000,1051380000,606452000,,,,,,
TGMA3,TGMA3,ON NM,Tegma ON NM,Transporte,Transporte Rodoviário,20.15,2022-12-12,12.11,23.39,6339090,1329960000,1320940000,2022-09-30,66003000,1008,181,817,105,128,480,670,5.6%,715,812,-1.8%,200,1116,19.8%,12.9%,10.4%,15.7%,18.8%,17.9%,226,017,122,1035430000,137242000,496779000,128223000,-9019000,736379000,1266040000,162711000,131998000,415509000,68680000,53395000,,,,,,
JSLG3,JSLG3,ON NM,JULIO SIMOES ON NM,Transporte,Transporte Rodoviário,5.47,2022-12-12,4.50,8.11,4002190,1566780000,5164050000,2022-09-30,286431000,1014,113,262,028,021,147,-042,6.9%,585,864,-29.6%,054,485,16.5%,10.5%,2.7%,8.0%,9.2%,11.1%,187,307,076,7447310000,670661000,2291840000,4267930000,3597270000,1388340000,5687720000,597860000,154521000,1624820000,218714000,37388000,,,,,,
MRSA6B,MRSA6B,PNB MB,MRS LOGÍSTICA S/A PNB MB,Transporte,Transporte Ferroviário,23.06,2022-12-05,20.06,41.40,113,7840400000,10863200000,2022-09-30,340000000,1126,143,527,151,054,-8128,-119,2.2%,418,730,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,1468490000,2437360000,4491270000,3022770000,5477760000,5190490000,1487910000,696318000,1574900000,582474000,322757000,,,,,,
MRSA6B,MRSA6B,PNB MB,MRS LOGÍSTICA S/A PNB MB,Transporte,Transporte Ferroviário,23.06,2022-12-05,20.06,41.40,113,7840400000,10863200000,2022-09-30,340000000,1126,143,527,151,054,-8128,-119,2.2%,418,730,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,1468490000,2437360000,4491270000,3022770000,5477760000,5190490000,1487910000,696318000,1574900000,582474000,322757000,,,,,,
MRSA3B,MRSA3B,ON MB,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,26.00,2022-11-18,20.06,38.23,385,8840000000,11862800000,2022-09-30,340000000,1270,161,594,170,061,-9164,-134,0.0%,456,797,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,1468490000,2437360000,4491270000,3022770000,5477760000,5190490000,1487910000,696318000,1574900000,582474000,322757000,,,,,,
MRSA3B,MRSA3B,ON MB,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,26.00,2022-11-18,20.06,38.23,385,8840000000,11862800000,2022-09-30,340000000,1270,161,594,170,061,-9164,-134,0.0%,456,797,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,1468490000,2437360000,4491270000,3022770000,5477760000,5190490000,1487910000,696318000,1574900000,582474000,322757000,,,,,,
STBP3,STBP3,ON NM,SBPAR ON NM,Transporte,Serviços de Apoio e Armazenagem,6.40,2022-12-12,4.91,8.99,36395900,5527380000,5099510000,2022-09-30,863652000,1315,258,1023,290,111,1066,-310,14.1%,669,943,20.0%,049,248,43.9%,28.4%,22.0%,10.9%,13.2%,19.6%,199,015,038,4961790000,756145000,1039950000,328277000,-427868000,2139970000,1906490000,540571000,420197000,521887000,154497000,109772000,,,,,,
MRSA5B,MRSA5B,PNA MB,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,28.00,2022-10-21,21.20,35.44,68,9520000000,12542800000,2022-09-30,340000000,1367,174,640,183,066,-9869,-144,1.8%,482,843,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,1468490000,2437360000,4491270000,3022770000,5477760000,5190490000,1487910000,696318000,1574900000,582474000,322757000,,,,,,
MRSA5B,MRSA5B,PNA MB,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,28.00,2022-10-21,21.20,35.44,68,9520000000,12542800000,2022-09-30,340000000,1367,174,640,183,066,-9869,-144,1.8%,482,843,9.7%,205,1611,35.1%,28.7%,13.4%,10.2%,11.8%,12.7%,096,082,036,14517800000,1468490000,2437360000,4491270000,3022770000,5477760000,5190490000,1487910000,696318000,1574900000,582474000,322757000,,,,,,
PORT3,PORT3,ON NM,WILSON SONS ON NM,Transporte,Serviços de Apoio e Armazenagem,10.08,2022-12-12,7.31,11.55,3167410,4434890000,6895350000,2022-09-30,439969000,1576,186,635,160,076,2983,-175,4.4%,721,988,-,064,541,45.1%,25.2%,10.6%,12.0%,13.0%,11.8%,119,118,047,5838860000,339924000,927545000,2800380000,2460460000,2379580000,2772150000,698075000,281325000,619078000,176824000,63432000,,,,,,
ECOR3,ECOR3,ON NM,ECORODOVIAS ON NM,Transporte,Exploração de Rodovias,4.04,2022-12-12,3.99,8.60,25619600,2813190000,12327500000,2022-09-30,696334000,1869,125,213,052,016,-408,-022,0.2%,643,932,13.6%,022,324,30.7%,24.3%,2.4%,7.3%,8.7%,6.7%,081,534,030,18058100000,2521870000,3014940000,12036200000,9514320000,2253490000,5434410000,1322010000,150558000,1672570000,392429000,128241000,,,,,,
LOGN3,LOGN3,ON NM,Log-In ON NM,Transporte,Transporte Hidroviário,28.79,2022-12-12,20.55,41.31,7857000,3065460000,3914910000,2022-09-30,106477000,2202,525,1026,161,101,560,-227,0.0%,856,1310,17.1%,131,548,23.0%,15.7%,7.3%,9.8%,13.4%,23.8%,197,264,063,3045270000,693915000,1112660000,1543360000,849443000,583882000,1907480000,298907000,139229000,521908000,74192000,35970000,,,,,,
LUXM4,LUXM4,PN,TREVISA INVESTIMENTOS SA PN,Transporte,Transporte Hidroviário,81.98,2022-12-08,74.30,84.30,112175,425968000,424432000,2022-09-30,5196000,5039,395,2057,311,278,-81760,-1987,0.8%,1170,2049,2.2%,163,2075,27.3%,15.1%,6.2%,13.5%,15.1%,7.8%,098,010,089,153077000,12583000,23831000,11047000,-1536000,107812000,136844000,20710000,8453000,33392000,4476000,3319000,,,,,,
HETA4,HETA4,PN,HERCULES S/A PN,Utilidades Domésticas,Utensílios Domésticos,4.05,2022-12-12,4.00,9.54,2508,2065500,326648000,2022-09-30,510000,-172,-000,072,067,017,-002,-000,0.0%,11374,11374,20.8%,-235,-109529,100.0%,92.5%,-38.6%,23.2%,23.2%,0.2%,003,-058,025,12380000,0,2244000,324582000,324582000,-558599000,3105000,2872000,-1198000,862000,811000,-1550000,,,,,,
UCAS3,UCAS3,ON NM,UNICASA ON NM,Utilidades Domésticas,Móveis,2.54,2022-12-12,2.20,4.18,121871,167858000,144213000,2022-09-30,66086000,446,086,756,067,056,465,771,4.2%,449,650,14.7%,057,297,34.7%,8.8%,14.9%,7.3%,8.7%,19.2%,139,006,083,302162000,34836000,127872000,11191000,-23645000,196055000,252213000,22200000,37623000,65838000,5751000,7360000,,,,,,
WHRL3,WHRL3,ON,WHIRLPOOL S.A. ON,Utilidades Domésticas,Eletrodomésticos,4.75,2022-12-12,4.36,6.56,17389,7138230000,6664380000,2022-09-30,1502790000,1318,292,925,065,088,1382,-49887,3.9%,710,864,14.5%,036,163,16.5%,7.1%,5.0%,9.5%,21.4%,22.2%,110,033,135,8094270000,1279860000,5631920000,806005000,-473853000,2443420000,10934200000,771711000,541394000,2609330000,164643000,120995000,,,,,,
WHRL4,WHRL4,PN,WHIRLPOOL S.A. PN,Utilidades Domésticas,Eletrodomésticos,5.05,2022-12-12,4.45,7.89,39327,7589070000,7115220000,2022-09-30,1502790000,1402,311,983,069,094,1469,-53037,4.1%,758,922,14.5%,036,163,16.5%,7.1%,5.0%,9.5%,21.4%,22.2%,110,033,135,8094270000,1279860000,5631920000,806005000,-473853000,2443420000,10934200000,771711000,541394000,2609330000,164643000,120995000,,,,,,
SMFT3,SMFT3,ON NM,SMART FIT ON NM,Viagens e Lazer,Atividades Esportivas,13.45,2022-12-12,9.97,23.03,22156900,7884960000,8248790000,2022-09-30,586242000,-2860,190,11289,301,071,454,-215,0.0%,873,11810,20.0%,-047,708,26.6%,2.7%,-10.4%,0.6%,0.9%,-6.6%,214,074,024,11105300000,2710560000,3263040000,3074390000,363826000,4147930000,2623820000,69846000,-275732000,766292000,97020000,7833000,,,,,,
SHOW3,SHOW3,ON NM,TIME FOR FUN ON NM,Viagens e Lazer,Produção de Eventos e Shows,2.30,2022-12-12,2.30,4.75,1018050,155050000,42350900,2022-09-30,67413000,-989,109,351,051,026,209,-258,0.0%,084,096,-40.0%,-023,210,28.2%,14.6%,-4.4%,7.3%,21.6%,-11.1%,123,083,050,606774000,229815000,402869000,117116000,-112699000,141721000,303127000,44212000,-15684000,53372000,12301000,-10013000,,,,,,
AHEB3,AHEB3,ON,PARQUE ANHEMBI ON,Viagens e Lazer,Produção de Eventos e Shows,20.00,2022-12-07,17.00,30.00,634,170880000,171689000,2022-09-30,8544000,-516,-211,-1845,082,059,-17296,-058,0.0%,-6440,-1854,25.7%,-387,-947,30.9%,-4.4%,-15.9%,-3.2%,-3.5%,40.9%,099,-005,072,290088000,3242000,74583000,4051000,809000,-80875000,208324000,-9260000,-33104000,37431000,-11642000,-14310000,,,,,,
CVCB3,CVCB3,ON NM,CVC BRASIL ON NM,Viagens e Lazer,Viagens e Turismo,4.26,2022-12-12,4.25,17.28,96919400,1181070000,1468960000,2022-09-30,277247000,-244,284,-985,097,026,-126,-076,0.0%,1621,-1226,-13.2%,-175,150,100.0%,-9.9%,-39.7%,-2.7%,-3.7%,-116.3%,073,222,027,4497630000,636626000,2534030000,924517000,287891000,416109000,1214240000,-119845000,-483902000,337616000,16979000,-75049000,,,,,,
ESTR4,ESTR4,PN,ESTRELA PN,Viagens e Lazer,Brinquedos e Jogos,39.99,2022-12-06,39.90,59.00,2488,32311900,132314000,2022-09-30,808000,-233,-007,183,017,011,-006,-005,0.0%,677,751,10.0%,-1716,-60570,50.7%,9.3%,-7.3%,5.8%,6.2%,2.8%,026,-021,062,305652000,529000,181637000,100531000,100002000,-489405000,189059000,17613000,-13862000,73558000,14061000,-6946000,,,,,,
BMKS3,BMKS3,ON,MONARK ON,Viagens e Lazer,Bicicletas,316.00,2022-12-12,198.38,337.95,6924,143701000,-19786000,2022-09-30,454750,631,070,-3639,801,063,082,091,5.7%,562,501,8.4%,5006,45322,27.0%,-22.0%,127.0%,-1.7%,-6.3%,11.0%,3602,001,008,228968000,164670000,181142000,1183000,-163487000,206103000,17930000,-3949000,22766000,5935000,-951000,8919000,,,,,,
